gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
AAL1719.CLT.ATL.201031.1808.0080.TFM,2020-11-01 18:45:02,18C,2020-11-01 18:45:02,,
JIA5306.CLT.RIC.201031.1818.0059.TFM,2020-11-01 18:45:06,18L,2020-11-01 18:45:06,,
JIA5457.SRQ.CLT.201031.1658.0065.TFM,2020-11-01 18:45:08,,,18R,2020-11-01 18:45:08
JIA5151.ILM.CLT.201031.1738.0035.TFM,2020-11-01 18:45:30,,,18L,2020-11-01 18:45:30
RPA4304.ROC.CLT.201031.1653.0038.TFM,2020-11-01 18:46:28,,,18R,2020-11-01 18:46:28
PDT6004.CLT.CAE.201031.1758.0029.TFM,2020-11-01 18:46:52,18L,2020-11-01 18:46:52,,
JIA5627.CLT.CAK.201031.1813.0044.TFM,2020-11-01 18:46:57,18C,2020-11-01 18:46:57,,
JIA5049.CHO.CLT.201031.1738.0022.TFM,2020-11-01 18:47:43,,,18L,2020-11-01 18:47:43
RPA4670.CLT.DSM.201031.1813.0052.TFM,2020-11-01 18:48:09,18C,2020-11-01 18:48:09,,
JIA5346.TYS.CLT.201031.1738.0034.TFM,2020-11-01 18:48:12,,,18R,2020-11-01 18:48:12
JIA5332.CLT.BHM.201031.1758.0024.TFM,2020-11-01 18:49:09,18C,2020-11-01 18:49:09,,
AAL1585.BDL.CLT.201031.1644.0044.TFM,2020-11-01 18:49:50,,,18L,2020-11-01 18:49:50
AAL550.PBI.CLT.201031.1658.0073.TFM,2020-11-01 18:49:51,,,18R,2020-11-01 18:49:51
AAL864.CLT.LAX.201031.1819.0040.TFM,2020-11-01 18:50:17,18C,2020-11-01 18:50:17,,
PDT6198.CLT.MOB.201031.1803.0084.TFM,2020-11-01 18:51:18,18C,2020-11-01 18:51:18,,
AAL2177.GSO.CLT.201031.1738.0065.TFM,2020-11-01 18:51:19,,,18R,2020-11-01 18:51:19
JIA5640.CLT.DAB.201031.1813.0053.TFM,2020-11-01 18:51:34,18L,2020-11-01 18:51:34,,
JIA5393.SAV.CLT.201031.1738.0060.TFM,2020-11-01 18:51:48,,,18L,2020-11-01 18:51:48
JIA5214.GSP.CLT.201031.1743.0022.TFM,2020-11-01 18:52:53,,,18R,2020-11-01 18:52:53
AAL2935.CLT.SAN.201031.1754.0032.TFM,2020-11-01 18:52:55,18C,2020-11-01 18:52:55,,
AAL1932.CLT.STL.201031.1754.0027.TFM,2020-11-01 18:54:00,18C,2020-11-01 18:54:00,,
RPA4625.CLT.CMH.201031.1813.0050.TFM,2020-11-01 18:55:10,18C,2020-11-01 18:55:10,,
PDT6191.CLT.CHA.201031.1813.0046.TFM,2020-11-01 18:56:18,18C,2020-11-01 18:56:18,,
JIA5154.CLT.MDT.201031.1818.0061.TFM,2020-11-01 18:57:32,18C,2020-11-01 18:57:32,,
JIA5319.CLT.AVL.201031.1833.0026.TFM,2020-11-01 18:58:37,18C,2020-11-01 18:58:37,,
N712GK.CLT.PDK.201101.1251.0011.TFM,2020-11-01 18:59:24,18L,2020-11-01 18:59:24,,
JIA5632.MHT.CLT.201031.1638.0062.TFM,2020-11-01 19:00:08,,,18L,2020-11-01 19:00:08
JIA5087.AGS.CLT.201031.1738.0040.TFM,2020-11-01 19:02:43,,,18R,2020-11-01 19:02:43
AAL1731.CHS.CLT.201031.1713.0031.TFM,2020-11-01 19:05:01,,,18L,2020-11-01 19:05:01
AAL2358.MIA.CLT.201031.1653.0123.TFM,2020-11-01 19:07:22,,,18L,2020-11-01 19:07:22
AAL1815.CLT.DCA.201031.1819.0024.TFM,2020-11-01 19:09:09,18L,2020-11-01 19:09:09,,
PDT6174.SBY.CLT.201031.1524.0025.TFM,2020-11-01 19:09:42,,,18L,2020-11-01 19:09:42
N408FZ.PHL.CLT.201101.1501.0026.TMA,2020-11-01 19:11:14,,,18L,2020-11-01 19:11:14
N76CW.EVY.CLT.201101.1316.0002.TFM,2020-11-01 19:15:13,,,18L,2020-11-01 19:15:13
JIA5595.CLT.MHT.201031.1903.0056.TFM,2020-11-01 19:17:05,18L,2020-11-01 19:17:05,,
RPA4308.MEM.CLT.201031.1753.0065.TFM,2020-11-01 19:17:24,,,18R,2020-11-01 19:17:24
FFT1053.CLT.MCO.201031.1903.0060.TFM,2020-11-01 19:18:01,18C,2020-11-01 19:18:01,,
FFT2315.PHL.CLT.201031.1738.0026.TFM,2020-11-01 19:19:13,,,18R,2020-11-01 19:19:13
AAL1929.PDX.CLT.201031.1509.0040.TFM,2020-11-01 19:21:03,,,18R,2020-11-01 19:21:03
TMC482.MTN.CLT.201031.2252.0048.TFM,2020-11-01 19:23:21,,,18L,2020-11-01 19:23:21
JIA9949.CLT.PHL.201101.1454.0014.TFM_TFDM,2020-11-01 19:24:36,18C,2020-11-01 19:24:36,,
MAD591.AUO.CLT.201101.1559.0023.TFM,2020-11-01 19:24:38,,,18L,2020-11-01 19:24:38
AAL846.ORD.CLT.201031.1803.0073.TFM,2020-11-01 19:25:50,,,18R,2020-11-01 19:25:50
N244FL.CLT.BED.201101.1457.0024.TFM,2020-11-01 19:26:31,18L,2020-11-01 19:26:31,,
N346CC.BCT.CLT.201101.1600.0010.TMA,2020-11-01 19:27:38,,,18L,2020-11-01 19:27:38
AAL1952.LAX.CLT.201031.1513.0034.TFM,2020-11-01 19:29:49,,,18R,2020-11-01 19:29:49
JIA5361.DAY.CLT.201031.1833.0030.TFM,2020-11-01 19:32:22,,,18R,2020-11-01 19:32:22
JIA5233.ECP.CLT.201031.1818.0060.TFM,2020-11-01 19:33:50,,,18R,2020-11-01 19:33:50
RPA4375.DSM.CLT.201031.1748.0017.TFM,2020-11-01 19:35:12,,,18R,2020-11-01 19:35:12
AAL2343.CLT.CHS.201031.1923.0104.TFM,2020-11-01 19:35:33,18C,2020-11-01 19:35:33,,
AAL598.LGA.CLT.201031.1754.0036.TFM,2020-11-01 19:36:17,,,18L,2020-11-01 19:36:17
RPA3427.CLT.EWR.201031.1923.0129.TFM,2020-11-01 19:36:36,18C,2020-11-01 19:36:36,,
RPA4291.MKE.CLT.201031.1808.0050.TFM,2020-11-01 19:37:00,,,18R,2020-11-01 19:37:00
JIA5125.CLT.ILM.201031.1923.0042.TFM,2020-11-01 19:38:01,18L,2020-11-01 19:38:01,,
JIA5122.CVG.CLT.201031.1823.0076.TFM,2020-11-01 19:38:51,,,18R,2020-11-01 19:38:51
AAL443.CLT.DCA.201031.1928.0038.TFM,2020-11-01 19:39:04,18L,2020-11-01 19:39:04,,
AAL677.CLT.MCO.201031.1928.0046.TFM,2020-11-01 19:39:50,18L,2020-11-01 19:39:50,,
AAL1651.SAN.CLT.201031.1533.0046.TFM,2020-11-01 19:40:33,,,18R,2020-11-01 19:40:33
JIA5067.CLT.LYH.201031.1928.0110.TFM,2020-11-01 19:40:40,18L,2020-11-01 19:40:40,,
JIA5358.CLT.MYR.201031.1928.0098.TFM,2020-11-01 19:41:24,18L,2020-11-01 19:41:24,,
JIA5045.ORF.CLT.201031.1833.0032.TFM,2020-11-01 19:41:56,,,18L,2020-11-01 19:41:56
RPA4379.CLT.MKE.201031.1923.0105.TFM,2020-11-01 19:42:07,18C,2020-11-01 19:42:07,,
RPA4293.MSN.CLT.201031.1758.0035.TFM,2020-11-01 19:42:14,,,18R,2020-11-01 19:42:14
AAL2273.SAT.CLT.201031.1718.0073.TFM,2020-11-01 19:43:44,,,18R,2020-11-01 19:43:44
AAL2453.CLT.SAV.201031.1923.0119.TFM,2020-11-01 19:44:48,18L,2020-11-01 19:44:48,,
JIA5094.AVL.CLT.201031.1914.0003.TFM,2020-11-01 19:44:57,,,18R,2020-11-01 19:44:57
AAL2068.CLT.LGA.201031.1923.0103.TFM,2020-11-01 19:45:31,18L,2020-11-01 19:45:31,,
RPA4463.CLT.MEM.201031.1923.0147.TFM,2020-11-01 19:45:36,18C,2020-11-01 19:45:36,,
AAL1597.MCO.CLT.201031.1808.0074.TFM,2020-11-01 19:46:09,,,18R,2020-11-01 19:46:09
JIA5159.CLT.GSO.201031.1928.0099.TFM,2020-11-01 19:46:25,18L,2020-11-01 19:46:25,,
LN265CM.CLT.TYS.201101.1910.0005.TFM,2020-11-01 19:47:03,18L,2020-11-01 19:47:03,,
AAL1891.CLT.EWR.201031.1928.0036.TFM,2020-11-01 19:47:52,18L,2020-11-01 19:47:52,,
AAL1960.SFO.CLT.201031.1518.0046.TFM,2020-11-01 19:47:52,,,18R,2020-11-01 19:47:52
JIA5161.CLT.OAJ.201031.1928.0105.TFM,2020-11-01 19:48:50,18L,2020-11-01 19:48:50,,
JIA5490.CLT.LIT.201031.1928.0090.TFM,2020-11-01 19:49:18,18C,2020-11-01 19:49:18,,
RPA4288.IND.CLT.201031.1844.0048.TFM,2020-11-01 19:49:30,,,18R,2020-11-01 19:49:30
RPA4298.CLT.PVD.201031.1923.0106.TFM,2020-11-01 19:50:01,18L,2020-11-01 19:50:01,,
ENY3472.GSO.CLT.201031.1908.0071.TFM,2020-11-01 19:50:15,,,18L,2020-11-01 19:50:15
AAL1696.PHX.CLT.201031.1614.0002.TFM,2020-11-01 19:50:49,,,18R,2020-11-01 19:50:49
AAL695.CLT.MIA.201031.1933.0080.TFM,2020-11-01 19:52:01,18L,2020-11-01 19:52:01,,
JIA5464.CLT.ECP.201031.1933.0047.TFM,2020-11-01 19:52:07,18C,2020-11-01 19:52:07,,
JIA5509.AVP.CLT.201031.1818.0058.TFM,2020-11-01 19:52:14,,,18L,2020-11-01 19:52:14
JIA5079.TRI.CLT.201031.1918.0041.TFM,2020-11-01 19:52:42,,,18R,2020-11-01 19:52:42
RPA4706.CLT.PIT.201031.1933.0041.TFM,2020-11-01 19:53:06,18C,2020-11-01 19:53:06,,
AAL2719.CLT.BWI.201031.1933.0110.TFM,2020-11-01 19:53:39,18L,2020-11-01 19:53:39,,
AAL576.SMF.CLT.201031.1518.0042.TFM,2020-11-01 19:53:58,,,18R,2020-11-01 19:53:58
JIA5176.PHF.CLT.201031.1848.0019.TFM,2020-11-01 19:54:21,,,18L,2020-11-01 19:54:21
AAL665.CLT.DFW.201031.1944.0023.TFM,2020-11-01 19:54:25,18C,2020-11-01 19:54:25,,
JIA5333.ATL.CLT.201031.1853.0037.TFM,2020-11-01 19:55:35,,,18R,2020-11-01 19:55:35
AAL569.CLT.RSW.201031.1928.0044.TFM,2020-11-01 19:55:54,18L,2020-11-01 19:55:54,,
RPA4278.CLT.GRR.201031.1928.0082.TFM,2020-11-01 19:56:02,18C,2020-11-01 19:56:02,,
AAL584.BOS.CLT.201031.1738.0079.TFM,2020-11-01 19:56:09,,,18L,2020-11-01 19:56:09
AAL1830.LAS.CLT.201031.1603.0101.TFM,2020-11-01 19:56:47,,,18R,2020-11-01 19:56:47
JIA5048.CLT.ROC.201031.1933.0050.TFM,2020-11-01 19:57:18,18C,2020-11-01 19:57:18,,
AAL2275.CLT.JFK.201031.1933.0107.TFM,2020-11-01 19:57:44,18L,2020-11-01 19:57:44,,
RPA4271.BTV.CLT.201031.1738.0051.TFM,2020-11-01 19:58:06,,,18L,2020-11-01 19:58:06
RPA4684.CMH.CLT.201031.1848.0023.TFM,2020-11-01 19:58:23,,,18R,2020-11-01 19:58:23
JIA5127.CLT.FNT.201031.1933.0049.TFM,2020-11-01 19:58:36,18C,2020-11-01 19:58:36,,
JIA5021.CLT.GSP.201031.1939.0030.TFM,2020-11-01 19:59:28,18C,2020-11-01 19:59:28,,
JIA5062.CLT.FAY.201031.1933.0059.TFM,2020-11-01 19:59:31,18L,2020-11-01 19:59:31,,
JIA5274.CHS.CLT.201031.1903.0084.TFM,2020-11-01 19:59:54,,,18R,2020-11-01 19:59:54
JIA5213.OAJ.CLT.201031.1853.0036.TFM,2020-11-01 20:00:17,,,18L,2020-11-01 20:00:17
JIA5708.CLT.DTW.201031.1939.0035.TFM,2020-11-01 20:00:24,18C,2020-11-01 20:00:24,,
JIA5271.PNS.CLT.201031.1838.0059.TFM,2020-11-01 20:01:08,,,18R,2020-11-01 20:01:08
RPA4376.CLT.ALB.201031.1939.0012.TFM,2020-11-01 20:01:54,18L,2020-11-01 20:01:54,,
AAL2604.CLT.LAX.201031.1948.0049.TFM,2020-11-01 20:01:56,18C,2020-11-01 20:01:56,,
AAL330.PIT.CLT.201031.1848.0057.TFM,2020-11-01 20:02:34,,,18R,2020-11-01 20:02:34
AAL801.CLT.CLE.201031.1939.0026.TFM,2020-11-01 20:03:13,18C,2020-11-01 20:03:13,,
N299CH.RKH.CLT.201101.1911.0009.TMA,2020-11-01 20:03:13,,,18L,2020-11-01 20:03:13
JIA5054.SBN.CLT.201031.1828.0014.TFM,2020-11-01 20:04:01,,,18R,2020-11-01 20:04:01
JIA5224.CLT.FWA.201031.1943.0027.TFM,2020-11-01 20:04:50,18C,2020-11-01 20:04:50,,
ENY3869.SGF.CLT.201031.1818.0052.TFM,2020-11-01 20:05:08,,,18R,2020-11-01 20:05:08
N212CH.HHH.CLT.201101.1453.0011.TFM,2020-11-01 20:05:09,,,18L,2020-11-01 20:05:09
JIA5425.CLT.AVP.201031.1923.0036.TFM,2020-11-01 20:05:50,18C,2020-11-01 20:05:50,,
JIA5170.STL.CLT.201031.1833.0018.TFM,2020-11-01 20:06:25,,,18R,2020-11-01 20:06:25
JIA5418.CLT.DAY.201031.1923.0030.TFM,2020-11-01 20:07:05,18C,2020-11-01 20:07:05,,
JIA5132.CLT.BDL.201031.1933.0035.TFM,2020-11-01 20:07:29,18L,2020-11-01 20:07:29,,
RPA4622.MEM.CLT.201031.1844.0076.TFM,2020-11-01 20:07:30,,,18R,2020-11-01 20:07:30
JIA5204.CLT.SYR.201031.1943.0026.TFM,2020-11-01 20:08:38,18C,2020-11-01 20:08:38,,
JIA5200.CLT.PHF.201031.1939.0057.TFM,2020-11-01 20:08:53,18L,2020-11-01 20:08:53,,
N886CE.UTM.CLT.201031.1929.0027.TFM,2020-11-01 20:08:58,,,18R,2020-11-01 20:08:58
AAL1709.CLT.FLL.201031.1928.0055.TFM,2020-11-01 20:09:33,18L,2020-11-01 20:09:33,,
AAL1883.CLT.ORD.201031.1939.0024.TFM,2020-11-01 20:09:52,18C,2020-11-01 20:09:52,,
AAL1982.FLL.CLT.201031.1814.0015.TFM,2020-11-01 20:10:00,,,18L,2020-11-01 20:10:00
AAL2899.SRQ.CLT.201031.1828.0039.TFM,2020-11-01 20:10:17,,,18R,2020-11-01 20:10:17
JIA5231.CLT.ABE.201031.1939.0044.TFM,2020-11-01 20:11:20,18C,2020-11-01 20:11:20,,
JIA5447.CLT.ORF.201031.1943.0031.TFM,2020-11-01 20:11:29,18L,2020-11-01 20:11:29,,
JIA5110.MGM.CLT.201031.1853.0030.TFM,2020-11-01 20:11:34,,,18R,2020-11-01 20:11:34
JIA5317.IAD.CLT.201031.1848.0031.TFM,2020-11-01 20:12:02,,,18L,2020-11-01 20:12:02
PDT6050.CLT.LEX.201031.1943.0022.TFM,2020-11-01 20:12:37,18C,2020-11-01 20:12:37,,
JIA5322.JAN.CLT.201031.1838.0041.TFM,2020-11-01 20:12:39,,,18R,2020-11-01 20:12:39
N286TW.CLT.CHS.201101.1731.0016.TFM,2020-11-01 20:13:09,18L,2020-11-01 20:13:09,,
AAL2324.JFK.CLT.201031.1754.0034.TFM,2020-11-01 20:13:49,,,18L,2020-11-01 20:13:49
COL689.TYS.CLT.201101.1512.0016.TFM,2020-11-01 20:13:51,,,18R,2020-11-01 20:13:51
AAL2892.CLT.LAS.201031.1948.0055.TFM,2020-11-01 20:14:00,18C,2020-11-01 20:14:00,,
PDT6273.ITH.CLT.201031.1803.0083.TFM,2020-11-01 20:15:08,,,18R,2020-11-01 20:15:08
AAL2034.CLT.PHL.201031.1954.0064.TFM,2020-11-01 20:15:25,18L,2020-11-01 20:15:25,,
AAL1695.MCO.CLT.201031.1844.0029.TFM,2020-11-01 20:15:49,,,18L,2020-11-01 20:15:49
RPA4525.CLT.CMH.201031.1948.0091.TFM,2020-11-01 20:15:49,18C,2020-11-01 20:15:49,,
AAL1666.SLC.CLT.201031.1629.0064.TFM,2020-11-01 20:16:08,,,18R,2020-11-01 20:16:08
RPA4289.CLT.EYW.201031.1928.0101.TFM,2020-11-01 20:16:46,18C,2020-11-01 20:16:46,,
TMC482.CLT.BTV.201031.2352.0028.TFM,2020-11-01 20:17:11,18L,2020-11-01 20:17:11,,
RPA4709.CLT.IND.201031.1959.0070.TFM,2020-11-01 20:17:36,18C,2020-11-01 20:17:36,,
AAL793.PHL.CLT.201031.1838.0115.TFM,2020-11-01 20:17:43,,,18L,2020-11-01 20:17:43
AAL2725.SAV.CLT.201031.1919.0034.TFM,2020-11-01 20:17:56,,,18R,2020-11-01 20:17:56
AAL1631.CLT.MSY.201031.1948.0060.TFM,2020-11-01 20:18:46,18C,2020-11-01 20:18:46,,
PDT6026.CLT.CAE.201031.1943.0034.TFM,2020-11-01 20:19:06,18L,2020-11-01 20:19:06,,
PDT6126.MDT.CLT.201031.1848.0022.TFM,2020-11-01 20:19:27,,,18L,2020-11-01 20:19:27
N560MT.FCM.CLT.201101.1452.0006.TFM,2020-11-01 20:19:50,,,18R,2020-11-01 20:19:50
AAL428.CLT.PHX.201031.1948.0051.TFM,2020-11-01 20:19:53,18C,2020-11-01 20:19:53,,
RPA4478.SDF.CLT.201031.1844.0006.TFM,2020-11-01 20:20:57,,,18R,2020-11-01 20:20:57
AAL2023.CLT.JAX.201031.1948.0053.TFM,2020-11-01 20:21:06,18L,2020-11-01 20:21:06,,
PDT6045.RIC.CLT.201031.1903.0038.TFM,2020-11-01 20:21:36,,,18L,2020-11-01 20:21:36
RPA4528.CLT.SDF.201031.1954.0111.TFM,2020-11-01 20:22:28,18C,2020-11-01 20:22:28,,
PDT6004.CAE.CLT.201031.1918.0048.TFM,2020-11-01 20:22:33,,,18R,2020-11-01 20:22:33
AAL1728.CLT.BOS.201031.1959.0036.TFM,2020-11-01 20:23:14,18L,2020-11-01 20:23:14,,
JIA5095.CLT.MDT.201031.1939.0015.TFM,2020-11-01 20:23:26,18C,2020-11-01 20:23:26,,
AAL1818.RDU.CLT.201031.1928.0037.TFM,2020-11-01 20:23:38,,,18L,2020-11-01 20:23:38
JIA5386.MLB.CLT.201031.1844.0053.TFM,2020-11-01 20:24:03,,,18R,2020-11-01 20:24:03
JIA5157.CLT.VPS.201031.1948.0043.TFM,2020-11-01 20:24:18,18C,2020-11-01 20:24:18,,
JIA5042.CLT.PNS.201031.1954.0020.TFM,2020-11-01 20:25:08,18C,2020-11-01 20:25:08,,
PDT6043.CLT.RIC.201031.1959.0016.TFM,2020-11-01 20:25:18,18L,2020-11-01 20:25:18,,
JIA5114.CLT.GPT.201031.1954.0038.TFM,2020-11-01 20:26:18,18C,2020-11-01 20:26:18,,
SKW4661.DEN.CLT.201031.1738.0058.TFM,2020-11-01 20:26:20,,,18R,2020-11-01 20:26:20
JIA5672.CLT.IAD.201031.1948.0039.TFM,2020-11-01 20:26:24,18L,2020-11-01 20:26:24,,
N350RG.CLT.TKI.201101.1937.0001.TFM,2020-11-01 20:27:00,18L,2020-11-01 20:27:00,,
AAL2040.CLT.ATL.201031.1954.0053.TFM,2020-11-01 20:27:29,18C,2020-11-01 20:27:29,,
SWA1903.DAL.CLT.201031.1803.0046.TFM,2020-11-01 20:28:00,,,18R,2020-11-01 20:28:00
DCM2915.29D.CLT.201101.0652.0004.TFM,2020-11-01 20:30:10,,,18L,2020-11-01 20:30:10
AAL1635.CLT.PBI.201031.1939.0043.TFM,2020-11-01 20:30:39,18C,2020-11-01 20:30:39,,
JIA5082.CLT.TLH.201031.1959.0020.TFM,2020-11-01 20:31:50,18C,2020-11-01 20:31:50,,
N454MC.60J.CLT.201101.1531.0002.TFM,2020-11-01 20:32:18,,,18L,2020-11-01 20:32:18
AAL1748.CLT.TPA.201031.1948.0063.TFM,2020-11-01 20:33:42,18C,2020-11-01 20:33:42,,
N408FZ.CLT.PVD.201101.1922.0005.TFM,2020-11-01 20:34:06,18L,2020-11-01 20:34:06,,
FFT2314.CLT.PHL.201031.2013.0051.TFM,2020-11-01 20:34:56,18L,2020-11-01 20:34:56,,
JIA5565.CLT.AGS.201031.1923.0043.TFM,2020-11-01 20:35:09,18C,2020-11-01 20:35:09,,
AAL2202.MIA.CLT.201031.1833.0049.TFM,2020-11-01 20:35:29,,,18L,2020-11-01 20:35:29
N367ND.CLT.AVL.201101.1856.0009.TFM,2020-11-01 20:36:56,18L,2020-11-01 20:36:56,,
JIA5180.HPN.CLT.201031.1853.0040.TFM,2020-11-01 20:38:23,,,18L,2020-11-01 20:38:23
N867PP.CRE.CLT.201101.1853.0032.TFM,2020-11-01 20:40:07,,,18L,2020-11-01 20:40:07
DAL2053.DTW.CLT.201031.1914.0040.TFM,2020-11-01 20:44:28,,,18R,2020-11-01 20:44:28
AAL9789.CLT.RIC.201101.1841.0001.TFM_TFDM,2020-11-01 20:46:12,18L,2020-11-01 20:46:12,,
JIA5144.CLT.BHM.201031.2034.0056.TFM,2020-11-01 20:48:05,18C,2020-11-01 20:48:05,,
AAL967.DFW.CLT.201031.1828.0037.TFM,2020-11-01 20:49:04,,,18C,2020-11-01 20:49:04
VTE3403.BKW.CLT.201031.2024.0056.TFM,2020-11-01 20:50:59,,,18C,2020-11-01 20:50:59
N628GB.PVG.CLT.201031.2351.0043.TFM,2020-11-01 20:52:39,,,18L,2020-11-01 20:52:39
RPA4641.HHH.CLT.201031.1933.0045.TFM,2020-11-01 20:55:10,,,18L,2020-11-01 20:55:10
N1CW.CLT.ORL.201101.0151.0023.TFM,2020-11-01 20:57:08,36R,2020-11-01 20:57:08,,
AAL2094.CLT.BNA.201031.2044.0065.TFM,2020-11-01 20:57:17,36C,2020-11-01 20:57:17,,
DCM2915.CLT.29D.201101.0652.0005.TFM,2020-11-01 20:57:53,36R,2020-11-01 20:57:53,,
RPA4531.XNA.CLT.201031.1919.0003.TFM,2020-11-01 20:59:45,,,36L,2020-11-01 20:59:45
AAL1665.BNA.CLT.201101.1729.0051.TFM_TFDM,2020-11-01 21:01:34,,,36L,2020-11-01 21:01:34
AAL1877.FLL.CLT.201031.1914.0029.TFM,2020-11-01 21:02:45,,,36R,2020-11-01 21:02:45
JIA5441.SDF.CLT.201031.1959.0008.TFM,2020-11-01 21:07:05,,,36C,2020-11-01 21:07:05
AAL567.PHX.CLT.201101.1619.0008.TMA,2020-11-01 21:10:02,,,36L,2020-11-01 21:10:02
JIA5073.CID.CLT.201031.1933.0063.TFM,2020-11-01 21:11:56,,,36L,2020-11-01 21:11:56
N299CH.CLT.HCW.201101.2020.0011.TFM,2020-11-01 21:12:08,36R,2020-11-01 21:12:08,,
RPA4524.BNA.CLT.201031.2013.0027.TFM,2020-11-01 21:13:29,,,36L,2020-11-01 21:13:29
ABX3117.CVG.CLT.201101.1802.0008.TFM,2020-11-01 21:14:14,,,36R,2020-11-01 21:14:14
AAL1017.CLT.ORD.201031.2103.0099.TFM,2020-11-01 21:15:08,36C,2020-11-01 21:15:08,,
DAL1641.ATL.CLT.201031.2018.0033.TFM,2020-11-01 21:15:17,,,36L,2020-11-01 21:15:17
JIA5293.CLT.ORF.201031.2103.0057.TFM,2020-11-01 21:16:17,36R,2020-11-01 21:16:17,,
AAL817.LAS.CLT.201031.1718.0063.TFM,2020-11-01 21:16:42,,,36L,2020-11-01 21:16:42
JIA5472.CLT.BTR.201031.2103.0044.TFM,2020-11-01 21:17:19,36C,2020-11-01 21:17:19,,
RPA4285.CLT.RIC.201031.2103.0042.TFM,2020-11-01 21:17:44,36R,2020-11-01 21:17:44,,
JIA5036.EVV.CLT.201031.2008.0042.TFM,2020-11-01 21:18:13,,,36L,2020-11-01 21:18:13
JIA5201.TYS.CLT.201031.2034.0052.TFM,2020-11-01 21:19:57,,,36L,2020-11-01 21:19:57
AAL1939.CLT.MCO.201031.2103.0100.TFM,2020-11-01 21:20:42,36R,2020-11-01 21:20:42,,
RPA4299.CLT.OKC.201031.2108.0017.TFM,2020-11-01 21:20:54,36C,2020-11-01 21:20:54,,
AAL955.CLT.BOS.201031.2108.0083.TFM,2020-11-01 21:21:35,36R,2020-11-01 21:21:35,,
AAL2008.DEN.CLT.201031.1649.0011.TFM,2020-11-01 21:21:45,,,36L,2020-11-01 21:21:45
JIA5684.SAV.CLT.201031.2034.0066.TFM,2020-11-01 21:22:09,,,36R,2020-11-01 21:22:09
PDT6016.CLT.AGS.201031.2103.0036.TFM,2020-11-01 21:23:31,36C,2020-11-01 21:23:31,,
JIA5682.GNV.CLT.201031.2013.0079.TFM,2020-11-01 21:23:49,,,36L,2020-11-01 21:23:49
JIA5186.CLT.CHO.201031.2103.0073.TFM,2020-11-01 21:23:52,36R,2020-11-01 21:23:52,,
JIA5215.CLT.SAV.201031.2108.0027.TFM,2020-11-01 21:24:47,36R,2020-11-01 21:24:47,,
AAL1957.DEN.CLT.201031.1838.0117.TFM,2020-11-01 21:25:07,,,36L,2020-11-01 21:25:07
AAL572.CLT.PHL.201031.2108.0078.TFM,2020-11-01 21:25:38,36R,2020-11-01 21:25:38,,
JIA5390.CLT.TYS.201031.2103.0048.TFM,2020-11-01 21:25:50,36C,2020-11-01 21:25:50,,
JIA5150.RIC.CLT.201031.2018.0025.TFM,2020-11-01 21:26:05,,,36R,2020-11-01 21:26:05
JIA5309.BTR.CLT.201031.1954.0033.TFM,2020-11-01 21:26:51,,,36L,2020-11-01 21:26:51
AAL1636.CLT.DEN.201031.1944.0049.TFM,2020-11-01 21:27:35,36C,2020-11-01 21:27:35,,
AAL1794.CLT.RDU.201031.2113.0057.TFM,2020-11-01 21:27:39,36R,2020-11-01 21:27:39,,
JIA5311.CLT.MYR.201031.2118.0044.TFM,2020-11-01 21:28:38,36R,2020-11-01 21:28:38,,
AAL1988.CLT.SAT.201031.2108.0093.TFM,2020-11-01 21:29:06,36C,2020-11-01 21:29:06,,
AAL2185.ORD.CLT.201031.1959.0023.TFM,2020-11-01 21:29:08,,,36L,2020-11-01 21:29:08
JIA5239.EWN.CLT.201031.2023.0039.TFM,2020-11-01 21:29:35,,,36R,2020-11-01 21:29:35
JIA5061.CRW.CLT.201031.2044.0036.TFM,2020-11-01 21:30:39,,,36L,2020-11-01 21:30:39
RPA4631.CLT.IND.201031.2118.0038.TFM,2020-11-01 21:30:39,36C,2020-11-01 21:30:39,,
JIA5235.CLT.EWN.201031.2113.0049.TFM,2020-11-01 21:31:12,36R,2020-11-01 21:31:12,,
USC414.ORL.SUS.201101.1402.0006.TMA,2020-11-01 21:31:26,,,36R,2020-11-01 21:31:26
JIA5463.CLT.PNS.201031.2113.0028.TFM,2020-11-01 21:31:29,36C,2020-11-01 21:31:29,,
JIA5021.GSP.CLT.201031.2059.0059.TFM,2020-11-01 21:32:13,,,36L,2020-11-01 21:32:13
RPA4292.CLT.MSN.201031.2118.0033.TFM,2020-11-01 21:32:19,36C,2020-11-01 21:32:19,,
JIA5619.CLT.CHS.201031.2118.0030.TFM,2020-11-01 21:32:46,36R,2020-11-01 21:32:46,,
ENY3868.CLT.SGF.201031.2113.0023.TFM,2020-11-01 21:33:06,36C,2020-11-01 21:33:06,,
RPA4402.CLE.CLT.201031.2013.0028.TFM,2020-11-01 21:33:35,,,36L,2020-11-01 21:33:35
LXJ593.BTP.CLT.201101.1800.0011.TFM,2020-11-01 21:33:46,,,36R,2020-11-01 21:33:46
RPA4457.CLT.HHH.201031.2123.0046.TFM,2020-11-01 21:35:09,36R,2020-11-01 21:35:09,,
RPA3607.ORD.CLT.201031.1954.0092.TFM,2020-11-01 21:35:14,,,36L,2020-11-01 21:35:14
AAL1736.CLT.PDX.201031.2118.0068.TFM,2020-11-01 21:35:36,36C,2020-11-01 21:35:36,,
